0,1,2,3,4,28,36,38,39,40,41,42,43,46,47,48,49,50,66,76,78,81,83,84,95,97,105,112,113,117,119,120,121,122,139,141,142,156,162,165,170,171,175,177,187,189,205,211,220,223,226,229,232,238,242,247,252,260,273,295,298,314,350,362,370,384,400,401,467,475,481
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,1,1,1,2,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,2,1,0,0,0,2,2,1,1,1,1,2,0,3,0,1,0,1,2,2,0,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,0,0,1,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,1,1,3,1,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0
0,0,1,0,0,1,0,0,0,5,4,5,1,0,0,0,0,6,0,0,0,5,5,5,0,0,0,0,0,1,1,3,2,0,1,0,0,0,1,2,0,0,1,0,5,5,2,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,4,2,4,2,0,0,0,0,6,0,0,0,4,4,4,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,4,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2,1,10,6,9,1,0,0,0,0,23,2,0,0,9,10,16,1,0,0,0,0,6,0,6,5,1,1,0,0,0,6,5,0,0,0,1,9,10,5,0,0,0,6,0,0,0,2,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,6,4,6,0,0,0,0,0,6,0,0,0,6,6,6,0,1,0,1,1,2,0,2,2,0,0,0,0,1,1,2,1,0,0,0,6,6,2,1,1,0,2,0,0,1,3,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,0,1,5,2,4,1,0,0,0,0,4,1,0,1,4,4,1,1,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
